score,label
-0.15155862,1
-0.31466532,1
-0.34877238,1
-0.31970605,1
-0.26017088,1
-0.17100024,1
-0.10426327,1
-0.06450233,1
-0.08278861,1
-0.08002909,1
-0.12601309,1
-0.19569,1
-0.27275044,1
-0.3247695,1
-0.3260456,1
-0.26256493,1
-0.3285561,1
-0.5428123,1
-0.5651583,1
-0.4902433,1
-0.36621624,1
-0.2415353,1
-0.13524438,1
-0.10540076,1
-0.121577844,1
-0.11063537,1
-0.19016223,1
-0.27771494,1
-0.41601914,1
-0.51488554,1
-0.5248286,1
-0.3643577,1
-0.3595702,1
-0.59818023,1
-0.5958625,1
-0.47643894,1
-0.29739314,1
-0.1625706,1
-0.06214885,1
-0.041103836,1
-0.06262978,1
-0.06804145,1
-0.12671989,1
-0.22732683,1
-0.36724782,1
-0.5379814,1
-0.58636916,1
-0.4233018,1
-0.35302764,1
-0.5411459,1
-0.48216143,1
-0.31762987,1
-0.15638919,1
-0.02767283,1
0.036964945,1
0.014821304,1
-0.012477429,1
0.0031255456,1
-0.010531386,1
-0.09803993,1
-0.26504207,1
-0.43081084,1
-0.5176039,1
-0.41265145,1
-0.31809032,1
-0.43776992,1
-0.32762057,1
-0.14984752,1
0.032335095,1
0.15835008,1
0.18280777,1
0.09608514,1
0.012479024,1
0.032841157,1
0.05063474,1
-0.011844765,1
-0.1574326,1
-0.33068922,1
-0.44286507,1
-0.36615732,1
-0.28045484,1
-0.36992285,1
-0.13771129,1
0.13109851,1
0.28862733,1
0.35313728,1
0.3247324,1
0.20008211,1
0.060230207,1
0.051617105,1
0.08364222,1
0.018390333,1
-0.09381268,1
-0.27065018,1
-0.36582854,1
-0.30960503,1
-0.24584372,1
-0.2947309,1
0.0020473825,1
0.25521278,1
0.36067092,1
0.3983801,1
0.374023,1
0.23805039,1
0.08064898,1
0.06268738,1
0.090046875,1
0.044896085,1
-0.04715613,1
-0.21623199,1
-0.30559596,1
-0.27951378,1
-0.21736197,1
-0.26368436,1
0.072087154,1
0.3107096,1
0.4028708,1
0.40919906,1
0.3995733,1
0.25554883,1
0.08466008,1
0.082667515,1
0.10200892,1
0.065742165,1
-0.01793992,1
-0.15565184,1
-0.25843582,1
-0.26241285,1
-0.20084143,1
-0.25357428,1
0.03997193,1
0.2899517,1
0.38694867,1
0.38458198,1
0.35875952,1
0.21664979,1
0.08741172,1
0.09027891,1
0.101416364,1
0.06948639,1
0.0027531036,1
-0.14322202,1
-0.24398883,1
-0.26600978,1
-0.21186982,1
-0.28030464,1
-0.06786526,1
0.16107136,1
0.28403586,1
0.3071997,1
0.267197,1
0.14306933,1
0.064448275,1
0.09151742,1
0.105955966,1
0.048934028,1
-0.012035177,1
-0.17447995,1
-0.274645,1
-0.286784,1
-0.22672981,1
-0.34492278,1
-0.17817818,1
0.012732853,1
0.12530133,1
0.14241102,1
0.12597597,1
0.054749418,1
0.040487394,1
0.07259324,1
0.07656621,1
0.021174384,1
-0.06722051,1
-0.23621723,1
-0.32797694,1
-0.31360725,1
-0.2673571,1
-0.376748,1
-0.29666567,1
-0.12661129,1
-0.012767122,1
0.07299237,1
0.069248915,1
0.021816298,1
0.015716018,1
0.045441538,1
0.028163688,1
-0.029409204,1
-0.15476005,1
-0.3036005,1
-0.40617195,1
-0.32965773,1
-0.29309064,1
-0.42080206,1
-0.34400058,1
-0.2275039,1
-0.10977331,1
-0.011462868,1
0.023227284,1
-0.0042490517,1
-0.011465383,1
-0.02325693,1
-0.037310887,1
-0.12789269,1
-0.2707536,1
-0.36266953,1
-0.48117045,1
-0.37496868,1
-0.30551165,1
-0.46739462,1
-0.4235413,1
-0.29225776,1
-0.19925517,1
-0.12173374,1
-0.07519305,1
-0.051530212,1
-0.058193598,1
-0.09861098,1
-0.15499537,1
-0.2493514,1
-0.3539587,1
-0.48431638,1
-0.5018444,1
-0.3951667,1
-0.2806571,1
-0.4243419,1
-0.43003526,1
-0.30935368,1
-0.23875646,1
-0.16507272,1
-0.09750542,1
-0.08356045,1
-0.093995444,1
-0.13318858,1
-0.20175782,1
-0.30137563,1
-0.33884954,1
-0.46495295,1
-0.49370542,1
-0.3589666,1
-0.23703124,1
-0.3359672,1
-0.2878636,1
-0.265103,1
-0.21510068,1
-0.16635622,1
-0.141559,1
-0.12183616,1
-0.14334384,1
-0.17327358,1
-0.19274706,1
-0.21990977,1
-0.27310953,1
-0.3608233,1
-0.35765487,1
-0.21976359,1
-0.14880818,1
-0.27858126,1
-0.2008404,1
-0.11048273,1
-0.0061128014,1
0.05740175,1
0.0683369,1
0.05607395,1
0.0006041126,1
-0.05457582,1
-0.10560353,1
-0.18244538,1
-0.19311184,1
-0.19859275,1
-0.25349918,1
-0.23974831,1
-0.311203,1
-0.42598978,1
-0.24078268,1
-0.052128352,1
0.03553444,1
0.092139855,1
0.097086616,1
0.046389326,1
-0.051801648,1
-0.10033555,1
-0.15236232,1
-0.1976549,1
-0.24397711,1
-0.3286518,1
-0.34012166,1
-0.30831358,1
-0.31717935,1
-0.35419282,1
-0.17153986,1
0.022948163,1
0.101013504,1
0.1130562,1
0.1050742,1
0.06806203,1
-0.005927648,1
-0.044084176,1
-0.10456022,1
-0.13212101,1
-0.16696858,1
-0.19473486,1
-0.31780207,1
-0.30759603,1
-0.28302822,1
-0.2574543,1
-0.052388728,1
0.07065775,1
0.09758016,1
0.12528676,1
0.14565566,1
0.11622492,1
0.034288365,1
0.021509154,1
-0.02213956,1
-0.083815895,1
-0.14213324,1
-0.11556358,1
-0.2008302,1
-0.24178576,1
-0.23890308,1
-0.20332816,1
-0.008936556,1
0.099713266,1
0.14383325,1
0.16726084,1
0.15865308,1
0.15689944,1
0.10340142,1
-0.012238192,1
-0.08948261,1
-0.119542055,1
-0.10331088,1
-0.08392786,1
-0.15662636,1
-0.1818049,1
-0.18743777,1
-0.1295757,1
0.067144416,1
0.1677524,1
0.17156714,1
0.16390498,1
0.1559213,1
0.18289469,1
0.12807836,1
0.00015726333,1
-0.11727171,1
-0.14357431,1
-0.1471051,1
-0.10063915,1
-0.15112247,1
-0.16027941,1
-0.09735508,1
-0.037469372,1
0.11361767,1
0.18446495,1
0.17637981,1
0.1753557,1
0.153755,1
0.15307197,1
0.051016986,1
-0.09068064,1
-0.16801682,1
-0.19836219,1
-0.19187643,1
-0.14574261,1
-0.16243379,1
-0.13715881,1
-0.052692585,1
0.030645518,1
0.14211275,1
0.20553686,1
0.19093534,1
0.17034966,1
0.107545555,1
0.018683294,1
-0.039622366,1
-0.13089882,1
-0.17965122,1
-0.19204642,1
-0.1784893,1
-0.14516148,1
-0.13842751,1
-0.14590308,1
-0.025082018,1
0.01719715,1
0.14628181,1
0.22292492,1
0.2241694,1
0.14369833,1
0.016747786,1
-0.08207926,1
-0.116405845,1
-0.1482394,1
-0.16398476,1
-0.15570201,1
-0.1467883,1
-0.14323644,1
-0.13332322,1
-0.105685934,1
-0.059964404,1
-0.03639376,1
0.06318975,1
0.11417372,1
0.12122806,1
0.030515885,1
-0.064959355,1
-0.11628233,1
-0.14213827,1
-0.14836241,1
-0.15323652,1
-0.1467874,1
-0.1251553,1
-0.12556532,1
-0.14105128,1
-0.1242153,1
-0.10946134,1
-0.123902895,1
-0.07142908,1
-0.041930545,1
-0.025905099,1
-0.06111244,1
-0.10546579,1
-0.13052447,1
-0.13493997,1
-0.1280332,1
-0.12926246,1
-0.11324285,1
-0.1067972,1
-0.123479545,1
-0.118252374,1
-0.12096823,1
-0.14432436,1
-0.20922801,1
-0.17734408,1
-0.1299245,1
-0.09482512,1
-0.10085821,1
-0.11343705,1
-0.13334133,1
-0.13591091,1
-0.12788802,1
-0.119921856,1
-0.10509158,1
-0.10039517,1
-0.14690316,1
-0.14692351,1
-0.17434438,1
-0.21255727,1
-0.2811514,1
-0.22572228,1
-0.1547682,1
-0.13562359,1
-0.11553013,1
-0.111694664,1
-0.12986329,1
-0.13789168,1
-0.13984214,1
-0.11807172,1
-0.09842438,1
-0.12067938,1
-0.1839696,1
-0.19678253,1
-0.22685507,1
-0.24343078,1
-0.35326266,1
-0.28150603,1
-0.19138585,1
-0.1381578,1
-0.11265197,1
-0.109090045,1
-0.12764573,1
-0.14044233,1
-0.16028881,1
-0.13349518,1
-0.10825636,1
-0.15196636,1
-0.22088721,1
-0.28703812,1
-0.26861674,1
-0.24413271,1
-0.34012365,1
-0.25453776,1
-0.16196492,1
-0.10900695,1
-0.08729897,1
-0.08716123,1
-0.11857134,1
-0.124122545,1
-0.13418844,1
-0.1077099,1
-0.11077154,1
-0.13380341,1
-0.16795653,1
-0.32383403,1
-0.27132747,1
-0.22779937,1
-0.27087256,1
-0.21242982,1
-0.118105054,1
-0.09985613,1
-0.07658747,1
-0.07662717,1
-0.0908624,1
-0.11340043,1
-0.11126495,1
-0.09312833,1
-0.086656675,1
-0.14716798,1
-0.20202528,1
-0.25170872,1
-0.18210235,1
-0.15235853,1
-0.31623167,1
-0.36336106,1
-0.36288095,1
-0.36081958,1
-0.35414854,1
-0.3420165,1
-0.32077768,1
-0.32716388,1
-0.34598172,1
-0.35843053,1
-0.36406133,1
-0.3636968,1
-0.36346865,1
-0.33878022,1
-0.26228774,1
-0.3290357,1
-0.5515742,1
-0.62406456,1
-0.61990875,1
-0.6072356,1
-0.5590825,1
-0.49646616,1
-0.4356696,1
-0.4469075,1
-0.48738682,1
-0.54225194,1
-0.600483,1
-0.62487185,1
-0.6251627,1
-0.5579808,1
-0.36908045,1
-0.36558238,1
-0.6414992,1
-0.71897453,1
-0.70953786,1
-0.61756957,1
-0.47303915,1
-0.39933896,1
-0.3463316,1
-0.35378692,1
-0.38650528,1
-0.48097745,1
-0.60902905,1
-0.6914533,1
-0.72085184,1
-0.65501946,1
-0.44467148,1
-0.36563775,1
-0.64208984,1
-0.7153253,1
-0.6339539,1
-0.4666739,1
-0.33379227,1
-0.23052628,1
-0.16220605,1
-0.21168673,1
-0.28966343,1
-0.36920714,1
-0.4876853,1
-0.64246,1
-0.7074943,1
-0.65482813,1
-0.444746,1
-0.3648124,1
-0.6379358,1
-0.6772862,1
-0.5168417,1
-0.31577158,1
-0.21389514,1
-0.14937747,1
-0.105164625,1
-0.1503948,1
-0.19502106,1
-0.26344177,1
-0.39346606,1
-0.5420999,1
-0.6750145,1
-0.65095025,1
-0.4447533,1
-0.36529982,1
-0.6347846,1
-0.6190472,1
-0.43065405,1
-0.21530062,1
-0.18396726,1
-0.14093491,1
-0.12016825,1
-0.15538082,1
-0.18321341,1
-0.20372048,1
-0.314309,1
-0.47940826,1
-0.6333355,1
-0.6317452,1
