score,label
-0.08969216,1
-0.08173429,1
-0.073491774,1
-0.08601448,1
-0.11942479,1
-0.15461189,1
-0.14220078,1
-0.1458153,1
-0.147015,1
-0.17216808,1
-0.22713278,1
-0.23219478,1
-0.13363378,1
-0.09136189,1
-0.082262516,1
-0.08445296,1
-0.08451306,1
-0.089571476,1
-0.08757834,1
-0.1113634,1
-0.13099565,1
-0.17055774,1
-0.16131182,1
-0.14890462,1
-0.14974546,1
-0.16308397,1
-0.19607481,1
-0.18004537,1
-0.12719402,1
-0.07870155,1
-0.07695452,1
-0.084979355,1
-0.082396,1
-0.09426322,1
-0.105780154,1
-0.12122324,1
-0.13331525,1
-0.16436094,1
-0.16333972,1
-0.14997603,1
-0.15017815,1
-0.16568778,1
-0.18290605,1
-0.15253338,1
-0.11775534,1
-0.07485326,1
-0.07628836,1
-0.08183046,1
-0.08789864,1
-0.105120346,1
-0.118803486,1
-0.13541955,1
-0.1480921,1
-0.16288716,1
-0.15950191,1
-0.14976692,1
-0.14555725,1
-0.16162655,1
-0.15115543,1
-0.1671804,1
-0.11867867,1
-0.09498519,1
-0.09504882,1
-0.09474671,1
-0.10454844,1
-0.11790676,1
-0.14649375,1
-0.1529155,1
-0.14923993,1
-0.16717812,1
-0.15684502,1
-0.14065169,1
-0.14651418,1
-0.16885045,1
-0.16511492,1
-0.19468543,1
-0.11951138,1
-0.11096126,1
-0.10849235,1
-0.09705103,1
-0.1123724,1
-0.13195506,1
-0.1512634,1
-0.14921185,1
-0.14095369,1
-0.14643598,1
-0.14499703,1
-0.13811733,1
-0.1412934,1
-0.15043035,1
-0.139402,1
-0.20957041,1
-0.13458477,1
-0.13055201,1
-0.12801702,1
-0.116539076,1
-0.12683368,1
-0.14256601,1
-0.1491247,1
-0.14563754,1
-0.14370225,1
-0.14117327,1
-0.1356033,1
-0.13311465,1
-0.1372906,1
-0.14798877,1
-0.15034348,1
-0.20501192,1
-0.16010004,1
-0.1354891,1
-0.15439537,1
-0.14192572,1
-0.13363427,1
-0.14296128,1
-0.15185888,1
-0.14634414,1
-0.14403372,1
-0.1423808,1
-0.12946132,1
-0.13628379,1
-0.13919756,1
-0.14101115,1
-0.1716439,1
-0.25973287,1
-0.20632666,1
-0.15170415,1
-0.15174265,1
-0.13709441,1
-0.13352412,1
-0.1358337,1
-0.14822847,1
-0.1506232,1
-0.1551216,1
-0.13264664,1
-0.12937966,1
-0.12667207,1
-0.14266619,1
-0.16503115,1
-0.20043111,1
-0.26099318,1
-0.23498029,1
-0.17002404,1
-0.13036695,1
-0.1432375,1
-0.13343695,1
-0.14201967,1
-0.1458607,1
-0.14967471,1
-0.16616711,1
-0.13823593,1
-0.13777587,1
-0.14454822,1
-0.15326308,1
-0.21274734,1
-0.22327809,1
-0.27399647,1
-0.25713935,1
-0.18496409,1
-0.16356254,1
-0.12735857,1
-0.12660478,1
-0.1342035,1
-0.15201358,1
-0.15391277,1
-0.17113256,1
-0.14390641,1
-0.1261508,1
-0.15760988,1
-0.13504311,1
-0.23540653,1
-0.21908619,1
-0.35656783,1
-0.3566758,1
-0.35666803,1
-0.35663342,1
-0.3543944,1
-0.35214692,1
-0.34075254,1
-0.33795294,1
-0.33886117,1
-0.34456336,1
-0.35587728,1
-0.3533097,1
-0.35634324,1
-0.35666612,1
-0.3566916,1
-0.35664588,1
-0.3564702,1
-0.35658586,1
-0.35697532,1
-0.35972288,1
-0.35748222,1
-0.34412646,1
-0.35463086,1
-0.3556754,1
-0.3560261,1
-0.35769787,1
-0.36434567,1
-0.36797872,1
-0.3578138,1
-0.3565776,1
-0.35666406,1
-0.3566121,1
-0.3565961,1
-0.35695207,1
-0.35672826,1
-0.36901504,1
-0.36426374,1
-0.34486842,1
-0.32388067,1
-0.32760623,1
-0.32029507,1
-0.3429341,1
-0.35434085,1
-0.37360924,1
-0.36257493,1
-0.35658908,1
-0.35670757,1
-0.35666907,1
-0.35657558,1
-0.35909885,1
-0.3638007,1
-0.36859083,1
-0.32646185,1
-0.2867416,1
-0.25360724,1
-0.23724675,1
-0.26434737,1
-0.26885948,1
-0.29579425,1
-0.35355303,1
-0.3699262,1
-0.36091244,1
-0.35734278,1
-0.3566846,1
-0.35587192,1
-0.3620103,1
-0.37437785,1
-0.33692753,1
-0.25047165,1
-0.22821659,1
-0.20799233,1
-0.18175924,1
-0.20497768,1
-0.23000145,1
-0.23572418,1
-0.2866023,1
-0.35676408,1
-0.37110838,1
-0.3564695,1
-0.35670075,1
-0.35446635,1
-0.36687022,1
-0.36122474,1
-0.28193426,1
-0.22520429,1
-0.21263798,1
-0.2075747,1
-0.19673789,1
-0.21705744,1
-0.22966927,1
-0.22501361,1
-0.26279056,1
-0.33243486,1
-0.36034507,1
-0.35929888,1
-0.35645574,1
-0.35954586,1
-0.37233797,1
-0.33102888,1
-0.2470528,1
-0.19725043,1
-0.2284545,1
-0.2223279,1
-0.20338854,1
-0.21518996,1
-0.2334289,1
-0.22167687,1
-0.23538174,1
-0.31857392,1
-0.36517474,1
-0.37182277,1
-0.35599682,1
-0.35537207,1
-0.361452,1
-0.29285407,1
-0.22436157,1
-0.19353451,1
-0.22782907,1
-0.2198844,1
-0.21001719,1
-0.19315866,1
-0.24651389,1
-0.22813699,1
-0.2299299,1
-0.27795014,1
-0.34224823,1
-0.37508205,1
-0.35592872,1
-0.35132733,1
-0.36214116,1
-0.29114392,1
-0.21427943,1
-0.22294511,1
-0.22591755,1
-0.20294327,1
-0.21734649,1
-0.18521866,1
-0.23743545,1
-0.23766805,1
-0.21816923,1
-0.2554825,1
-0.3368471,1
-0.3748278,1
-0.3560758,1
-0.33748904,1
-0.3576873,1
-0.2640172,1
-0.2135296,1
-0.2243474,1
-0.23056193,1
-0.23232883,1
-0.20523468,1
-0.20124905,1
-0.22202349,1
-0.23393916,1
-0.23250116,1
-0.2493825,1
-0.3313759,1
-0.36129957,1
-0.35613364,1
-0.3518232,1
-0.3482144,1
-0.2849414,1
-0.17052057,1
-0.17833075,1
-0.19828154,1
-0.2234933,1
-0.2097293,1
-0.21518992,1
-0.22931756,1
-0.23017047,1
-0.22260837,1
-0.23823899,1
-0.328318,1
-0.3574286,1
-0.35631683,1
-0.35447973,1
-0.36625087,1
-0.2861233,1
-0.17279834,1
-0.15787353,1
-0.16155961,1
-0.19950105,1
-0.22281463,1
-0.21601413,1
-0.2330792,1
-0.24634522,1
-0.2197043,1
-0.26990223,1
-0.34684286,1
-0.34863272,1
-0.35645282,1
-0.3570676,1
-0.34324363,1
-0.30210325,1
-0.2138623,1
-0.16044605,1
-0.15429342,1
-0.1943787,1
-0.22627752,1
-0.22351392,1
-0.24041466,1
-0.2247976,1
-0.22254033,1
-0.29080757,1
-0.3413608,1
-0.3644394,1
-0.35661665,1
-0.3552994,1
-0.35895965,1
-0.334956,1
-0.22804746,1
-0.1773036,1
-0.16335234,1
-0.19462366,1
-0.22399917,1
-0.23882398,1
-0.23730099,1
-0.23280236,1
-0.2301837,1
-0.32220262,1
-0.35237095,1
-0.35502037,1
-0.35667327,1
-0.35660663,1
-0.3578815,1
-0.34430745,1
-0.30610853,1
-0.23331547,1
-0.1897527,1
-0.18960528,1
-0.21892886,1
-0.21873537,1
-0.223725,1
-0.21079738,1
-0.29679692,1
-0.3267619,1
-0.35409892,1
-0.35653883,1
-0.35665083,1
-0.35653698,1
-0.35668358,1
-0.36178467,1
-0.3326472,1
-0.3025696,1
-0.24109033,1
-0.25160673,1
-0.24474594,1
-0.2494596,1
-0.25025323,1
-0.28595656,1
-0.312711,1
-0.35671413,1
-0.3536198,1
-0.3567526,1
-0.35671762,1
-0.3378523,1
-0.33790863,1
-0.34136093,1
-0.32798633,1
-0.32015178,1
-0.254406,1
-0.24307759,1
-0.22445908,1
-0.2560684,1
-0.2520145,1
-0.23677072,1
-0.2779964,1
-0.33546966,1
-0.34411076,1
-0.3362331,1
-0.33789334,1
-0.337789,1
-0.33979335,1
-0.34539285,1
-0.36026832,1
-0.31572437,1
-0.2657805,1
-0.27615663,1
-0.21518308,1
-0.20238724,1
-0.23693876,1
-0.26074433,1
-0.2922882,1
-0.34371483,1
-0.36185706,1
-0.33880335,1
-0.33789244,1
-0.3378162,1
-0.34087867,1
-0.35500813,1
-0.33416122,1
-0.26140374,1
-0.24676356,1
-0.22175087,1
-0.22082075,1
-0.23687029,1
-0.2739256,1
-0.24133377,1
-0.23394501,1
-0.30664766,1
-0.36230668,1
-0.34674412,1
-0.33844346,1
-0.33936495,1
-0.34414297,1
-0.3466513,1
-0.2603782,1
-0.2096886,1
-0.20215575,1
-0.21561514,1
-0.19557787,1
-0.19536318,1
-0.22085747,1
-0.21267533,1
-0.18977055,1
-0.23694772,1
-0.32773125,1
-0.35522455,1
-0.33080545,1
-0.33526418,1
-0.34897512,1
-0.33174047,1
-0.22728112,1
-0.19834122,1
-0.22030401,1
-0.19037475,1
-0.18505815,1
-0.21959013,1
-0.22031341,1
-0.20749554,1
-0.18195999,1
-0.21193764,1
-0.27710485,1
-0.3545414,1
-0.32409605,1
-0.33690745,1
-0.35706496,1
-0.2747059,1
-0.2078413,1
-0.18468213,1
-0.23039418,1
-0.21453695,1
-0.17160003,1
-0.18528938,1
-0.22441599,1
-0.22302374,1
-0.20824686,1
-0.21047977,1
-0.25996462,1
-0.3456248,1
-0.3295366,1
-0.33837232,1
-0.34829277,1
-0.26166824,1
-0.18526927,1
-0.19914846,1
-0.23605293,1
-0.21410328,1
-0.15441608,1
-0.20965756,1
-0.24619754,1
-0.20413871,1
-0.19213492,1
-0.2244735,1
-0.28430045,1
-0.32044485,1
-0.32371482,1
-0.32265216,1
-0.33052602,1
-0.24253337,1
-0.16500065,1
-0.20288731,1
-0.24368888,1
-0.18056391,1
-0.13693948,1
-0.19079551,1
-0.2529895,1
-0.19147302,1
-0.19252506,1
-0.18594274,1
-0.24717337,1
-0.33028105,1
-0.32462555,1
-0.33016297,1
-0.31538862,1
-0.22361739,1
-0.18833412,1
-0.2187794,1
-0.23933543,1
-0.17730302,1
-0.15445322,1
-0.19827947,1
-0.2114284,1
-0.17734334,1
-0.1674796,1
-0.18214342,1
-0.24283297,1
-0.31095895,1
-0.32080874,1
-0.3344239,1
-0.30830857,1
-0.20707712,1
-0.17618512,1
-0.22416149,1
-0.23965965,1
-0.1662671,1
-0.16192722,1
-0.21383183,1
-0.17884351,1
-0.15577154,1
-0.15731694,1
-0.17165463,1
-0.2092687,1
-0.3048876,1
-0.29514825,1
-0.32678705,1
-0.31004617,1
-0.22911665,1
-0.17770723,1
-0.21049833,1
-0.23393135,1
-0.1816114,1
-0.17663938,1
-0.1899126,1
-0.17926316,1
-0.16264406,1
-0.18369235,1
-0.19274245,1
-0.19857377,1
-0.2990218,1
-0.28597954,1
-0.3422509,1
-0.3320253,1
-0.2552048,1
-0.18537503,1
-0.21302722,1
-0.21567386,1
-0.2157217,1
-0.1817652,1
-0.19280887,1
-0.18168184,1
-0.17826304,1
-0.18595354,1
-0.19965293,1
-0.21303307,1
-0.33837217,1
-0.2882928,1
-0.34175092,1
-0.321185,1
-0.26755854,1
-0.19899015,1
-0.1994773,1
-0.20920783,1
-0.20447735,1
-0.19469899,1
-0.19695008,1
-0.20609002,1
-0.17411672,1
-0.18017536,1
-0.19584441,1
-0.24787161,1
-0.32597873,1
-0.31833833,1
-0.33321103,1
-0.335042,1
-0.30263302,1
-0.21093366,1
-0.17915937,1
-0.19271027,1
-0.19923559,1
-0.19588885,1
-0.20930356,1
-0.18345433,1
-0.17311978,1
-0.17613089,1
-0.20555794,1
-0.26677278,1
-0.32285044,1
-0.32810965,1
-0.33823058,1
-0.3379451,1
-0.30966157,1
-0.2826318,1
-0.21889317,1
-0.18011351,1
-0.16930085,1
-0.15716219,1
-0.20038177,1
-0.20649649,1
-0.19749522,1
-0.20808019,1
-0.21754947,1
-0.29703045,1
-0.33132985,1
-0.3321587,1
-0.33781904,1
-0.3392841,1
-0.34503132,1
-0.29340076,1
-0.27011824,1
-0.20642225,1
-0.17264569,1
-0.19382006,1
-0.20476088,1
-0.17357384,1
-0.1898462,1
-0.20649104,1
-0.28063267,1
-0.32758152,1
-0.3361639,1
-0.33800644,1
-0.18244621,1
-0.18644914,1
-0.085380815,1
-0.061710723,1
-0.044198863,1
-0.075983636,1
-0.07442741,1
-0.07696927,1
-0.08002721,1
-0.090867996,1
-0.06953169,1
-0.060115874,1
-0.08444114,1
-0.14329249,1
-0.2188002,1
-0.18998155,1
-0.21171886,1
-0.1693236,1
-0.100992836,1
-0.091534965,1
-0.08305278,1
-0.07785398,1
-0.0616338,1
-0.046281517,1
-0.045161143,1
-0.06785598,1
-0.08084545,1
-0.07781295,1
-0.085229225,1
-0.13627185,1
-0.2131099,1
-0.18762544,1
-0.20266536,1
-0.13466942,1
-0.08137567,1
-0.060558185,1
-0.05879072,1
-0.0723445,1
-0.07223797,1
-0.052836083,1
-0.042422455,1
-0.046675358,1
-0.064237095,1
-0.070106395,1
-0.0782248,1
-0.110799275,1
-0.21328296,1
-0.19855262,1
-0.19695914,1
-0.121187456,1
-0.0639277,1
-0.057222318,1
-0.07533093,1
-0.06855875,1
-0.06516734,1
-0.040803753,1
-0.042962894,1
-0.045089576,1
-0.054436814,1
-0.0606192,1
-0.07888382,1
-0.10597468,1
-0.17826091,1
-0.20940186,1
-0.14872615,1
-0.100805014,1
-0.037219554,1
-0.024193393,1
-0.04218591,1
-0.048567124,1
-0.04307862,1
-0.028366236,1
-0.019933624,1
-0.02828315,1
-0.024474785,1
-0.062123004,1
-0.051104568,1
-0.09613106,1
-0.1358787,1
-0.18309525,1
-0.1345116,1
-0.0998543,1
-0.036092024,1
-0.035351958,1
-0.04223433,1
-0.048914835,1
-0.02863163,1
-0.03625658,1
-0.052967854,1
-0.034363776,1
-0.036515016,1
-0.050413083,1
-0.067616835,1
-0.07541887,1
-0.12750785,1
-0.13478999,1
-0.110663936,1
-0.089658014,1
-0.0653734,1
-0.059402294,1
-0.04970406,1
-0.045541126,1
-0.029479789,1
-0.038380142,1
-0.046501912,1
-0.04145252,1
-0.030708933,1
-0.03375419,1
-0.056821384,1
-0.06645742,1
-0.121896766,1
-0.13614967,1
-0.1080758,1
-0.08594971,1
-0.054503366,1
-0.065609075,1
-0.04045572,1
-0.039210115,1
-0.045398153,1
-0.062346254,1
-0.03976944,1
-0.03726389,1
-0.049195807,1
-0.04484172,1
-0.060012262,1
-0.08516206,1
-0.11664274,1
-0.13337684,1
-0.08842137,1
-0.06522474,1
-0.03738919,1
-0.021459851,1
-0.03308715,1
-0.04003041,1
-0.06118144,1
-0.059178535,1
-0.062137984,1
-0.044630647,1
-0.039822802,1
-0.04070844,1
-0.0440434,1
-0.065919705,1
-0.107335,1
-0.116509646,1
-0.08634882,1
-0.06658389,1
-0.0552765,1
-0.05096428,1
-0.03893078,1
-0.033963032,1
-0.055001955,1
-0.052221015,1
-0.041184038,1
-0.063565426,1
-0.05070891,1
-0.05471471,1
-0.069531284,1
-0.08843182,1
-0.09652158,1
-0.12518427,1
-0.067298986,1
-0.0667236,1
-0.074791014,1
-0.051520843,1
-0.036453433,1
-0.032998655,1
-0.051246587,1
-0.05491802,1
-0.034509968,1
-0.05124232,1
-0.05371978,1
-0.05723161,1
-0.07306756,1
-0.07774477,1
-0.07700173,1
-0.099997796,1
-0.08458319,1
-0.07212912,1
-0.08348109,1
-0.050371654,1
-0.04178499,1
-0.040024735,1
-0.056465287,1
-0.05397621,1
-0.05605457,1
-0.058264874,1
-0.04248892,1
-0.0431637,1
-0.09153341,1
-0.09088054,1
-0.07404303,1
-0.06910605,1
-0.080984235,1
-0.08174978,1
-0.08218991,1
-0.067829855,1
-0.0638699,1
-0.0591561,1
-0.06356229,1
-0.04906156,1
-0.07028779,1
-0.050130647,1
-0.0580999,1
-0.038758207,1
-0.09764005,1
-0.08175305,1
-0.07724121,1
-0.04281969,1
-0.09390001,1
-0.10376904,1
-0.09787855,1
-0.087703556,1
-0.058772035,1
-0.06999,1
-0.07712829,1
-0.07890818,1
-0.079734236,1
-0.048196275,1
-0.032055467,1
-0.052733287,1
-0.09447248,1
-0.08426624,1
-0.06892932,1
-0.05359605,1
-0.09303022,1
-0.08796019,1
-0.06830053,1
-0.0731913,1
-0.069824904,1
-0.056099202,1
-0.07582623,1
-0.08092561,1
-0.06271919,1
-0.038301293,1
-0.042001504,1
-0.031831726,1
-0.073294766,1
-0.08339701,1
-0.06665486,1
-0.059358016,1
-0.106223896,1
-0.09353545,1
-0.082890734,1
-0.073442526,1
-0.0853917,1
-0.065108575,1
-0.068532266,1
-0.095648974,1
-0.085728,1
-0.038220715,1
-0.05863711,1
-0.037960306,1
-0.05764267,1
-0.06172742,1
-0.05258812,1
-0.055547018,1
-0.26332036,1
-0.2791232,1
-0.18547484,1
-0.1678564,1
-0.14978245,1
-0.0973601,1
-0.08257093,1
-0.1041825,1
-0.1254348,1
-0.100388944,1
-0.10170184,1
-0.11913797,1
-0.1431638,1
-0.19262601,1
-0.2562624,1
-0.24717407,1
-0.27640483,1
-0.28329116,1
-0.19058703,1
-0.17166947,1
-0.1351123,1
-0.105189815,1
-0.11086428,1
-0.121714786,1
-0.12761956,1
-0.09270175,1
-0.097831,1
-0.119273365,1
-0.16167288,1
-0.17728622,1
-0.23904644,1
-0.25109348,1
-0.27846545,1
-0.24331991,1
-0.20106351,1
-0.15646715,1
-0.11876722,1
-0.08462468,1
-0.08142524,1
-0.11159899,1
-0.10734839,1
-0.08733686,1
-0.08900187,1
-0.110055864,1
-0.15101267,1
-0.18898131,1
-0.23322012,1
-0.24660574,1
-0.2765037,1
-0.20834672,1
-0.17923859,1
-0.13101365,1
-0.100263566,1
-0.09884458,1
-0.101912364,1
-0.098260425,1
-0.08758547,1
-0.0837879,1
-0.08279471,1
-0.09149322,1
-0.10823334,1
-0.15233295,1
-0.20547228,1
-0.22439249,1
-0.18627109,1
-0.17024171,1
-0.16947488,1
-0.10843711,1
-0.08631154,1
-0.07586816,1
-0.10486074,1
-0.103843935,1
-0.072589755,1
-0.07644957,1
-0.07823981,1
-0.095063165,1
-0.12797695,1
-0.13702708,1
-0.16990197,1
-0.1668395,1
-0.13886105,1
-0.15364054,1
-0.12752561,1
-0.107915334,1
-0.08187588,1
-0.09294933,1
-0.1130239,1
-0.13029721,1
-0.07138971,1
-0.06277147,1
-0.08485558,1
-0.09543846,1
-0.10432785,1
-0.12697408,1
-0.14964524,1
-0.15534343,1
-0.11490671,1
-0.16661488,1
-0.100038484,1
-0.0919728,1
-0.07200978,1
-0.07859808,1
-0.13308178,1
-0.17854409,1
-0.098367676,1
-0.0702674,1
-0.08352132,1
-0.11701481,1
-0.1353782,1
-0.15059873,1
-0.15458564,1
-0.13594404,1
-0.10286646,1
-0.13671154,1
-0.08331461,1
-0.09341104,1
-0.07982211,1
-0.09191358,1
-0.15111169,1
-0.16932306,1
-0.10426597,1
-0.08210582,1
-0.10772018,1
-0.14303488,1
-0.13489182,1
-0.13297208,1
-0.15225735,1
-0.15527382,1
-0.13004836,1
-0.13852349,1
-0.08871552,1
-0.08340161,1
-0.07735285,1
-0.09577485,1
-0.1402611,1
-0.12894037,1
-0.114015006,1
-0.10233487,1
-0.121109314,1
-0.17527816,1
-0.16329643,1
-0.14329462,1
-0.17005382,1
-0.16275065,1
-0.12419111,1
-0.12870014,1
-0.08659595,1
-0.095726565,1
-0.078685954,1
-0.11712663,1
-0.1607497,1
-0.10863052,1
-0.07937209,1
-0.098727606,1
-0.11209877,1
-0.14054954,1
-0.17165005,1
-0.14046414,1
-0.14737847,1
-0.15704572,1
-0.13141868,1
-0.12301837,1
-0.11502505,1
-0.09748142,1
-0.074215844,1
-0.12132282,1
-0.12914582,1
-0.120263115,1
-0.0931824,1
-0.09780734,1
-0.10605083,1
-0.13359034,1
-0.13989699,1
-0.13022317,1
-0.12899159,1
-0.13151807,1
-0.13231763,1
-0.1207851,1
-0.118114695,1
-0.11420233,1
-0.08948633,1
-0.11690587,1
-0.11142813,1
-0.10405842,1
-0.1066896,1
-0.09550855,1
-0.08776402,1
-0.121417716,1
-0.13682133,1
-0.14697279,1
-0.12678844,1
-0.1361548,1
-0.15242252,1
-0.14975247,1
-0.15281631,1
-0.10466991,1
-0.09263416,1
-0.09019342,1
-0.093124464,1
-0.10922905,1
-0.10550228,1
-0.08514085,1
-0.080936894,1
-0.097623415,1
-0.10257756,1
-0.1135967,1
-0.10650304,1
-0.116808966,1
-0.17163694,1
-0.14130743,1
-0.16728562,1
-0.12682703,1
-0.09906282,1
-0.095312886,1
-0.096384495,1
-0.11603817,1
-0.11848576,1
-0.097334884,1
-0.0940919,1
-0.105375975,1
-0.112728454,1
-0.11397388,1
-0.13147691,1
-0.14262222,1
-0.18652779,1
-0.14065889,1
-0.11084067,1
-0.13159288,1
-0.114976555,1
-0.12112422,1
-0.10145918,1
-0.11251376,1
-0.11561124,1
-0.102334015,1
-0.09881966,1
-0.10284671,1
-0.12007249,1
-0.10788768,1
-0.15549287,1
-0.15200844,1
-0.22003634,1
-0.17958704,1
-0.13214731,1
-0.15114601,1
-0.13594823,1
-0.1378904,1
-0.118221834,1
-0.12964171,1
-0.12782083,1
-0.107741736,1
-0.112356015,1
-0.11765014,1
-0.14301875,1
-0.09760179,1
-0.18722801,1
-0.1748221,1
-0.2994448,1
-0.30517778,1
-0.24223994,1
-0.20442636,1
-0.15795378,1
-0.23377936,1
-0.2894805,1
-0.27221507,1
-0.28032666,1
-0.27076587,1
-0.15682451,1
-0.10946468,1
-0.16978179,1
-0.2304183,1
-0.28650835,1
-0.2926719,1
-0.30060872,1
-0.317062,1
-0.23678826,1
-0.2574236,1
